176;2;L'île des mers gelées;Lombard;2-8036-0359-4;Thorgal2b_30012005.jpg;46;5;slug
177;3;Les trois vieillards du pays d'Aran;Le Lombard;2-8036-0001-3;Thorgal3a_10022005.jpg;46;3;slug
178;4;La galère noire;Le Lombard;2-8036-0026-9;Thorgal4b_24082005.jpg;46;4;slug
179;5;Au-delà des ombres;Le Lombard;2-8036-0407-8;Thorgal5a_12062004.jpg;46;5;slug
180;6;La chute de Brek Zarith;Le Lombard;2-8036-0451-5;Thorgal06a.jpg;46;6;slug
181;7;L'enfant des étoiles;Le Lombard;2-8036-0460-4;Thorgal07a.jpg;46;7;slug
182;8;Alinoë;Le Lombard;2-8036-0482-5;Thorgal8b_24082005.jpg;46;4;slug
183;9;Les archers;Le Lombard;2-80361-423-5;Thorgal09a.jpg;46;3;slug
184;10;Le pays Qâ;Le Lombard;2-8036-0549-X;Thorgal10a_10022005.jpg;46;7;slug
185;11;Les yeux de tanatloc;Le Lombard;2-8036-0576-7;Thorgal11a_23022008_094737.jpg;46;5;slug
186;12;La cité du dieu perdu;Lombard;2-8036-0639-9;Thorgal12a.jpg;46;4;slug
188;14;Aaricia;Le Lombard;2-8036-0745-X;Thorgal14a_10022005.jpg;46;2;slug
189;15;Le maître des montagnes;Le Lombard;2-8036-0754-9;Thorgal15a_10022005.jpg;46;5;slug
190;16;Louve;Le Lombard;2-8036-0845-6;Thorgal16a_10022005.jpg;46;1;slug
191;17;La gardienne des clés;Le Lombard;2-8036-0932-0;Thorgal17a_10022005.jpg;46;1;slug
192;18;L'épée-Soleil;Le Lombard;2-8036-0988-6;Thorgal18a_10022005.jpg;46;4;slug
193;19;La forteresse invisible;Le Lombard;2-8036-1052-3;Thorgal19a_23022008_103421.jpg;46;2;slug
194;21;La couronne d'ogotaï;Le Lombard;2-8036-1161-9;Thorgal21a_23022008_104414.jpg;46;3;slug
195;22;Géants;Le Lombard;2-8036-1220-8;Thorgal22a_23022008_104922.jpg;46;4;slug
196;23;La cage;Le Lombard;2-8036-1275-5;thorgal23.jpg;46;6;slug
197;24;Arachnéa;Le Lombard;2-8036-1362-X;thorgal24.jpg;46;7;slug
198;25;Le Mal bleu;Le Lombard;2-8036-1414-6;thorgal25.jpg;46;8;slug
199;13;Entre terre et lumière;Le Lombard;2-8036-0713-1;Thorgal13a_10022005.jpg;46;3;slug
200;1;L'ivoire du Magohamoth;Soleil Productions;2-87764-257-7;lanfeustdetroy01fc_35653.jpg;44;1;slug
201;2;Thanos l'incongru;Soleil Productions;2-87764-306-9;lanfeustdetroy02ac_29435.jpg;46;2;slug
202;3;Castel Or-Azur;Soleil Productions;2-87764-394-8;lanfeustdetroy03ac_29436.jpg;52;4;slug
203;4;Le paladin d'Eckmül;Soleil Productions;2-87764-566-5;lanfeustdetroy04ac_29437.jpg;45;5;slug
204;5;Le frisson de l'haruspice;Soleil Productions;2-87764-646-7;lanfeustdetroy05cof.jpg;52;2;slug
205;6;Cixi impératrice;Soleil Productions;2-87764-795-1;lanfeustdetroy06cof.jpg;46;2;slug
206;7;Les pétaures se cachent pour mourir;Soleil Productions;2-87764-923-7;lanfeustdetroy07cof.jpg;52;3;slug
207;8;La bête fabuleuse;Soleil Productions;2-84565-110-4;lanfeustdetroy08cof.jpg;58;2;slug
208;1;Un, deux... Troy;Soleil Productions;2-84946-125-3;LanfeustDesEtoiles01solo.jpg;46;3;slug
209;2;Les tours de Meirrion;Soleil Productions;2-84565-405-7;LanfeustDesEtoiles02.jpg;46;4;slug
210;3;Les sables d'Abraxar;Soleil Productions;2-84565-683-1;lanfeustdesetoilescouv03.jpg;47;5;slug
211;4;Les buveurs de mondes;Soleil Productions;2-84565-900-8;lanfeustdestoilesco04.jpg;46;6;slug
212;5;La chevauchée des bactéries;Soleil Productions;2-84946-318-3;lanfeustdesetoiles05.jpg;48;7;slug
213;6;Le râle du flibustier;Soleil Productions;2-84946-641-7;LanfeustDesEtoiles06.jpg;51;2;slug
214;7;Le secret des Dolphantes;Soleil Productions;978-2-302-00031-5;lanfeustdesetoiles07.jpg;47;4;slug
215;2;Les projets;Dargaud;2-205-05732-4;RetourALaTerreLe2a_21012005.jpg;45;5;slug
216;3;Le vaste monde;Dargaud;2-205-05625-5;RetourALaTerreLe3_11012005.jpg;46;6;slug
217;1;Les premiers mots;Dupuis;2-8001-0781-2;bidouilleetviolette01.jpg;41;2;slug
218;2;Les jours sombres;Dupuis;2-8001-0879-7;bidouilletviolette02.jpg;47;4;slug
219;3;La Reine des glaces;Dupuis;2-8001-1011-2;bidouilleetviolette03.jpg;48;3;slug
220;4;La ville de tous les jours;Dupuis;2-8001-1247-6;bidouille04.jpg;44;2;slug
